,wer,ld,m,insertions,deletions,substitutions,inserted_words,deleted_words,substituted_words
197,0.0,0,10,0,0,0,[],[],[]
198,0.0,0,13,0,0,0,[],[],[]
199,0.0,0,6,0,0,0,[],[],[]
200,0.0,0,15,0,0,0,[],[],[]
201,0.15384615384615385,2,13,0,1,1,[],['segar'],"[('sekali', 'segal-sekali')]"
202,0.47058823529411764,8,17,1,1,6,['pihak'],['menggodam'],"[('ini', 'kini'), ('pihak-pihak', 'beratus'), ('tertentu', 'tentu'), ('sistem', 'mengodoang'), ('keselamatan', 'sise'), ('negara', 'keselamatannegara')]"
203,0.0,0,8,0,0,0,[],[],[]
204,0.0,0,10,0,0,0,[],[],[]
205,0.1875,3,16,0,1,2,[],['di'],"[('dasar', 'dasa'), ('untung', 'diuntung')]"
206,0.0,0,8,0,0,0,[],[],[]
207,0.0,0,13,0,0,0,[],[],[]
208,0.0,0,5,0,0,0,[],[],[]
209,0.25,2,8,1,0,1,['perlahan'],[],"[('perlahan-lahan', 'lahan')]"
210,0.5,6,12,0,0,6,[],[],"[('Number', 'number'), ('S7056382F', 's7056382it'), ('and', 'andt'), ('date', 'de'), ('17', '1'), ('August', 'ugust')]"
211,0.16666666666666666,2,12,0,0,2,[],[],"[('kor', 'ko'), ('perubatan', 'perbuatan')]"
212,0.0,0,5,0,0,0,[],[],[]
213,0.0,0,8,0,0,0,[],[],[]
214,0.4,4,10,0,0,4,[],[],"[('Could', 'could'), (""Clapstern's"", ""clapson's""), ('Deboutique', 'teputice'), ('Hotel?', 'hotel?')]"
215,0.0,0,10,0,0,0,[],[],[]
216,0.16666666666666666,1,6,1,0,0,['engk'],[],[]
217,0.8571428571428571,6,7,0,2,4,[],"['dia', 'bebas']","[('memilih', 'tiba-ba'), ('jalan', 'melih'), ('hidup', 'jalans'), ('yang', 'hidupnya')]"
218,0.16666666666666666,2,12,0,1,1,[],['timbul'],"[('fitnah', 'timbulfitnah')]"
219,0.0,0,10,0,0,0,[],[],[]
220,0.6,9,15,0,5,4,[],"['macam', 'itu', 'tidak', 'ada', 'tidak']","[('adalah', 'tidaklah'), ('nek', 'naik'), ('su', 'soerin'), ('rindukan', 'doga')]"
221,0.14285714285714285,1,7,0,0,1,[],[],"[('alas', 'alah')]"
222,0.0,0,5,0,0,0,[],[],[]
223,0.11764705882352941,2,17,0,0,2,[],[],"[('mencampuri', 'mencempuri'), ('menjalankan', 'menyalahkan')]"
224,0.0,0,11,0,0,0,[],[],[]
225,0.2777777777777778,5,18,0,0,5,[],[],"[('cop', 'tok'), ('halal', 'halan'), ('tin', 'tem'), ('berasaskan', 'berasalkan'), ('khinzir', 'kinja')]"
226,0.07692307692307693,1,13,0,0,1,[],[],"[('ha', 'hah')]"
227,0.0,0,18,0,0,0,[],[],[]
228,0.0,0,4,0,0,0,[],[],[]
229,0.0,0,8,0,0,0,[],[],[]
230,0.14285714285714285,1,7,0,0,1,[],[],"[('kad', 'ke')]"
231,0.125,1,8,0,0,1,[],[],"[('arip', 'arib')]"
232,0.0,0,5,0,0,0,[],[],[]
233,0.2727272727272727,3,11,1,0,2,['boles'],[],"[('politeknik', 'teknik'), ('ungku', 'unkuk')]"
234,0.0,0,7,0,0,0,[],[],[]
235,0.09090909090909091,1,11,0,0,1,[],[],"[('mengatur', 'mengatuk')]"
236,0.0,0,10,0,0,0,[],[],[]
237,0.2,1,5,1,0,0,['di'],[],[]
238,0.0,0,9,0,0,0,[],[],[]
239,0.0,0,9,0,0,0,[],[],[]
240,0.0,0,10,0,0,0,[],[],[]
241,0.4,2,5,0,1,1,[],['masing'],"[('masing', 'masing-masing')]"
242,0.0,0,6,0,0,0,[],[],[]
243,0.0,0,7,0,0,0,[],[],[]
244,0.0,0,11,0,0,0,[],[],[]
245,0.0,0,13,0,0,0,[],[],[]
246,0.07692307692307693,1,13,0,0,1,[],[],"[('bergayut', 'bergayat')]"
247,0.11764705882352941,2,17,1,0,1,['ke'],[],"[('keakraban', 'arapan')]"
248,0.0,0,14,0,0,0,[],[],[]
249,0.0,0,9,0,0,0,[],[],[]
250,0.0,0,8,0,0,0,[],[],[]
251,0.0,0,12,0,0,0,[],[],[]
252,0.0,0,5,0,0,0,[],[],[]
253,0.0,0,4,0,0,0,[],[],[]
254,0.0,0,7,0,0,0,[],[],[]
255,0.0,0,11,0,0,0,[],[],[]
256,0.0,0,8,0,0,0,[],[],[]
257,0.125,1,8,0,0,1,[],[],"[('weh', 'eh')]"
258,0.0,0,11,0,0,0,[],[],[]
259,0.2,2,10,0,1,1,[],['apa'],"[('apa', 'apa-apa')]"
260,0.08333333333333333,1,12,0,0,1,[],[],"[('lapan', 'lapar')]"
261,0.0,0,4,0,0,0,[],[],[]
262,0.0,0,6,0,0,0,[],[],[]
263,0.0,0,12,0,0,0,[],[],[]
264,0.0,0,9,0,0,0,[],[],[]
265,0.0,0,6,0,0,0,[],[],[]
266,0.5,2,4,1,0,1,['serta'],[],"[('serta-merta', 'merta')]"
267,0.14285714285714285,1,7,0,0,1,[],[],"[('bulan', 'pulan')]"
268,0.15384615384615385,2,13,0,0,2,[],[],"[('dato', 'datuk'), ('berdendang', 'berdenda')]"
269,0.0,0,10,0,0,0,[],[],[]
270,0.0,0,9,0,0,0,[],[],[]
271,0.25,2,8,0,1,1,[],['sarah'],"[('lah', 'sarahlah')]"
272,0.0,0,4,0,0,0,[],[],[]
273,0.06666666666666667,1,15,0,0,1,[],[],"[('yang', 'ang')]"
274,0.0,0,10,0,0,0,[],[],[]
275,0.3125,5,16,1,0,4,['anak'],[],"[('musa', 'musar'), ('sumbangan', 'sombangan'), ('anak-anak', 'anak'), ('tunggal', 'tugal')]"
276,0.0,0,10,0,0,0,[],[],[]
277,0.0,0,8,0,0,0,[],[],[]
278,0.0,0,7,0,0,0,[],[],[]
279,0.4166666666666667,5,12,2,0,3,"['betul', 'menakut']",[],"[('mengenalkan', 'mengenangkan'), ('betul-betul', 'betul'), ('menakut-nakutkannya', 'nakutkannya')]"
280,0.0,0,9,0,0,0,[],[],[]
281,0.1111111111111111,1,9,1,0,0,['.'],[],[]
282,0.0,0,8,0,0,0,[],[],[]
283,0.06666666666666667,1,15,1,0,0,['yang'],[],[]
284,0.0,0,6,0,0,0,[],[],[]
285,0.1,1,10,0,0,1,[],[],"[('kekasihnya', 'kekasih')]"
286,0.0,0,12,0,0,0,[],[],[]
287,0.0,0,10,0,0,0,[],[],[]
288,0.0,0,8,0,0,0,[],[],[]
289,0.5,4,8,0,0,4,[],[],"[('menengah', 'mendengar'), ('tun', 'tuan'), ('bharu', 'baharu'), ('?', '.')]"
290,0.29411764705882354,5,17,0,0,5,[],[],"[('kelompok', 'kerompok'), ('-belah', 'belah'), ('plaza', 'pelaza'), ('mereka', 'merdeka'), ('hadapan', 'harapan')]"
291,0.0,0,4,0,0,0,[],[],[]
292,0.2,2,10,0,1,1,[],['dia'],"[('rasa', 'dirasa')]"
293,0.0,0,5,0,0,0,[],[],[]
294,0.0,0,8,0,0,0,[],[],[]
295,0.0,0,4,0,0,0,[],[],[]
296,0.0,0,9,0,0,0,[],[],[]
297,0.16666666666666666,1,6,0,0,1,[],[],"[('la', 'lah')]"
298,0.0,0,7,0,0,0,[],[],[]
299,0.0,0,5,0,0,0,[],[],[]
300,0.08333333333333333,1,12,0,0,1,[],[],"[('seorang', 'seseorang')]"
301,0.0,0,6,0,0,0,[],[],[]
302,0.0,0,15,0,0,0,[],[],[]
303,0.0,0,10,0,0,0,[],[],[]
304,0.0,0,7,0,0,0,[],[],[]
305,0.0,0,11,0,0,0,[],[],[]
306,0.0,0,8,0,0,0,[],[],[]
307,0.1111111111111111,1,9,0,0,1,[],[],"[('kate', 'kek')]"
308,0.0,0,6,0,0,0,[],[],[]
309,0.0,0,5,0,0,0,[],[],[]
310,0.2,1,5,0,0,1,[],[],"[('sewenang', 'sewena')]"
311,0.2,1,5,0,0,1,[],[],"[('la', 'lah')]"
312,0.0,0,6,0,0,0,[],[],[]
313,0.0,0,17,0,0,0,[],[],[]
314,0.0,0,4,0,0,0,[],[],[]
315,0.0,0,13,0,0,0,[],[],[]
316,0.1,1,10,0,0,1,[],[],"[('pun', 'bu')]"
317,0.0,0,10,0,0,0,[],[],[]
318,0.0,0,6,0,0,0,[],[],[]
319,0.0,0,7,0,0,0,[],[],[]
320,0.0,0,4,0,0,0,[],[],[]
321,0.0,0,13,0,0,0,[],[],[]
322,0.0,0,8,0,0,0,[],[],[]
323,0.0,0,11,0,0,0,[],[],[]
324,0.06666666666666667,1,15,0,0,1,[],[],"[('sedih', 'sedia')]"
325,0.0,0,10,0,0,0,[],[],[]
326,0.11764705882352941,2,17,0,0,2,[],[],"[('gara-gara', 'gaara-gara'), ('pencuri', 'mencuri')]"
327,0.25,3,12,0,0,3,[],[],"[('turut', 'trut'), ('penolong', 'menolong'), ('kokurikulum', 'kokrikulum')]"
328,0.4444444444444444,4,9,1,0,3,['no'],[],"[('Please', 'please'), ('non-yellow', 'yea'), ('cake.', 'cae.')]"
329,0.3333333333333333,2,6,1,0,1,['perlahan'],[],"[('perlahan-lahan', 'lahan')]"
330,0.0,0,13,0,0,0,[],[],[]
331,0.2,1,5,0,0,1,[],[],"[('didukung', 'didokung')]"
332,0.10526315789473684,2,19,0,1,1,[],['di'],"[('keegoan', 'keeguan')]"
333,0.2,3,15,0,0,3,[],[],"[('meraka', 'mereka'), ('ain', 'angin'), ('bertemu', 'bertemung')]"
334,0.0,0,8,0,0,0,[],[],[]
335,0.0,0,11,0,0,0,[],[],[]
336,0.08333333333333333,1,12,0,0,1,[],[],"[('legasi', 'lekasi')]"
337,0.0,0,10,0,0,0,[],[],[]
338,0.0,0,8,0,0,0,[],[],[]
339,0.0,0,6,0,0,0,[],[],[]
340,0.0,0,17,0,0,0,[],[],[]
341,0.0,0,5,0,0,0,[],[],[]
342,0.0,0,5,0,0,0,[],[],[]
343,0.0,0,10,0,0,0,[],[],[]
344,0.0,0,9,0,0,0,[],[],[]
345,0.0,0,6,0,0,0,[],[],[]
346,0.16666666666666666,2,12,1,0,1,['dan'],[],"[('bawa', 'mebawa')]"
347,0.0,0,12,0,0,0,[],[],[]
348,0.18181818181818182,2,11,1,0,1,['selumg'],[],"[('selongkar', 'ka')]"
349,0.0625,1,16,0,0,1,[],[],"[('kaveat', 'kaviet')]"
350,0.0,0,6,0,0,0,[],[],[]
351,0.0,0,5,0,0,0,[],[],[]
352,0.4444444444444444,4,9,0,2,2,[],"['yang', '?']","[('awak', 'awa'), ('jawab', 'jawb')]"
353,0.0,0,4,0,0,0,[],[],[]
354,0.0,0,5,0,0,0,[],[],[]
355,0.16666666666666666,2,12,0,0,2,[],[],"[('terlena', 'terlandang'), ('semula', 'semulanya')]"
356,0.058823529411764705,1,17,0,0,1,[],[],"[('portal', 'portil')]"
357,0.0,0,18,0,0,0,[],[],[]
358,0.0,0,7,0,0,0,[],[],[]
359,0.5,2,4,1,0,1,['membelek'],[],"[('membelek-belek', 'belek')]"
360,0.14285714285714285,1,7,0,0,1,[],[],"[('ini', 'ni')]"
361,0.0625,1,16,0,0,1,[],[],"[('pensijilan', 'persijilan')]"
362,0.0,0,8,0,0,0,[],[],[]
363,0.11764705882352941,2,17,0,0,2,[],[],"[('bersuara', 'besuara'), ('ugutan', 'ukutan')]"
364,0.0,0,8,0,0,0,[],[],[]
365,0.3333333333333333,3,9,0,1,2,[],['berkenalan'],"[('lah', 'perkenalanlah'), ('.', '!')]"
366,0.0,0,7,0,0,0,[],[],[]
367,0.0,0,5,0,0,0,[],[],[]
368,0.0,0,7,0,0,0,[],[],[]
369,0.0,0,10,0,0,0,[],[],[]
370,0.1111111111111111,1,9,0,0,1,[],[],"[('jejaka', 'jaka')]"
371,0.0,0,7,0,0,0,[],[],[]
372,0.0,0,12,0,0,0,[],[],[]
373,0.2,2,10,0,0,2,[],[],"[('menyala', 'menyalah'), ('malap', 'malam')]"
374,0.0,0,12,0,0,0,[],[],[]
375,0.1,1,10,0,0,1,[],[],"[('meluru', 'menurut')]"
376,0.0,0,2,0,0,0,[],[],[]
377,0.2222222222222222,2,9,0,1,1,[],['isteri'],"[('orang', 'isterila')]"
378,0.0,0,10,0,0,0,[],[],[]
379,0.0,0,12,0,0,0,[],[],[]
380,0.9090909090909091,10,11,1,0,9,['woolans'],[],"[('Dover', 'dover'), ('Rise,', 'rise,'), ('Gift', 'gift'), ('Love', 'love'), ('Home', 'home'), ('Woodlands', 'wafer'), ('Wayfarer', 'atd'), ('Fabrication', 'fabrication'), ('Park.', 'park')]"
381,0.0625,1,16,0,0,1,[],[],"[('sauh', 'sau')]"
382,0.3,3,10,0,0,3,[],[],"[('bersinar-sinar', 'bersina-sinar'), ('plastik', 'plastk'), ('tergantung', 'terggtung')]"
383,0.0,0,15,0,0,0,[],[],[]
384,0.0,0,10,0,0,0,[],[],[]
385,0.09090909090909091,1,11,0,0,1,[],[],"[('rahsia', 'rahsa')]"
386,0.0,0,9,0,0,0,[],[],[]
387,0.0,0,8,0,0,0,[],[],[]
388,0.09090909090909091,1,11,0,0,1,[],[],"[('baju', 'bayu')]"
389,0.125,1,8,1,0,0,['hatinu'],[],[]
390,0.0,0,16,0,0,0,[],[],[]
391,0.0,0,7,0,0,0,[],[],[]
392,0.0,0,5,0,0,0,[],[],[]
393,0.05555555555555555,1,18,0,0,1,[],[],"[('aduan', 'adwar')]"
394,0.0,0,8,0,0,0,[],[],[]
395,0.0,0,9,0,0,0,[],[],[]
396,0.0,0,10,0,0,0,[],[],[]
397,0.25,1,4,0,0,1,[],[],"[('denyutan', 'jenyutan')]"
398,0.16666666666666666,1,6,0,0,1,[],[],"[('kaitannya', 'ktanya')]"
399,0.0,0,5,0,0,0,[],[],[]
400,0.0,0,15,0,0,0,[],[],[]
401,0.0,0,7,0,0,0,[],[],[]
402,0.0,0,9,0,0,0,[],[],[]
403,0.0,0,6,0,0,0,[],[],[]
404,0.0,0,5,0,0,0,[],[],[]
405,0.0,0,15,0,0,0,[],[],[]
406,0.0,0,9,0,0,0,[],[],[]
407,0.0,0,7,0,0,0,[],[],[]
408,0.0,0,8,0,0,0,[],[],[]
409,0.26666666666666666,4,15,0,0,4,[],[],"[('polis', 'perlis'), ('saja', 'sahaja'), ('ketenteraan', 'ketenterangan'), ('darinya', 'dainya')]"
410,0.0,0,10,0,0,0,[],[],[]
411,0.0,0,4,0,0,0,[],[],[]
412,0.0,0,5,0,0,0,[],[],[]
413,0.0,0,5,0,0,0,[],[],[]
414,0.13333333333333333,2,15,0,0,2,[],[],"[('terutamanya', 'tetamanya'), ('soal', 'sol')]"
415,0.0,0,8,0,0,0,[],[],[]
416,0.0,0,7,0,0,0,[],[],[]
417,0.0,0,10,0,0,0,[],[],[]
418,0.0,0,7,0,0,0,[],[],[]
419,0.13333333333333333,2,15,0,0,2,[],[],"[('ingin', 'ini'), ('penyelidikan', 'pendidikan')]"
420,0.0,0,7,0,0,0,[],[],[]
421,0.0,0,6,0,0,0,[],[],[]
422,0.0,0,8,0,0,0,[],[],[]
423,0.1,1,10,0,0,1,[],[],"[('hasrat', 'hasiat')]"
424,0.0,0,7,0,0,0,[],[],[]
425,0.07142857142857142,1,14,0,0,1,[],[],"[('apa', 'pa')]"
426,0.0,0,11,0,0,0,[],[],[]
427,0.0,0,7,0,0,0,[],[],[]
428,0.0,0,11,0,0,0,[],[],[]
429,0.0,0,6,0,0,0,[],[],[]
430,0.0,0,11,0,0,0,[],[],[]
431,0.0,0,4,0,0,0,[],[],[]
432,0.3333333333333333,2,6,0,1,1,[],['benar'],"[('benar', 'benar-benar')]"
433,0.0,0,6,0,0,0,[],[],[]
434,0.0,0,9,0,0,0,[],[],[]
435,0.0,0,8,0,0,0,[],[],[]
436,0.08333333333333333,1,12,0,0,1,[],[],"[('kukuh', 'kukoh')]"
437,0.0,0,12,0,0,0,[],[],[]
438,0.0,0,16,0,0,0,[],[],[]
439,0.09090909090909091,1,11,0,0,1,[],[],"[('aiskrim', 'aiskrem')]"
440,0.0625,1,16,0,0,1,[],[],"[('kejiranan', 'kecirana')]"
441,0.0,0,10,0,0,0,[],[],[]
442,0.0,0,9,0,0,0,[],[],[]
443,0.0,0,13,0,0,0,[],[],[]
